Iteration,Character,Prev_Position,New_Position,Steps,Result
4,Bruja,0,1,1,0
4,Heroe,4,3,1,0
4,Bruja,1,2,1,0
4,Heroe,5,6,3,0
4,Bruja,2,3,1,0
4,Heroe,8,9,3,0
4,Bruja,3,3,0,0
4,Heroe,9,9,0,0
4,Bruja,3,3,0,0
4,Heroe,9,8,1,0
4,Bruja,3,5,2,0
4,Heroe,10,22,3,0
4,Bruja,5,6,1,0
4,Heroe,22,29,1,0
4,Bruja,6,7,1,0
4,Heroe,38,37,3,0
4,Bruja,7,22,2,0
4,Heroe,37,37,0,0
4,Bruja,22,29,1,0
4,Heroe,31,34,2,0
4,Bruja,29,27,2,0
4,Bruja,27,27,0,1
5,Heroe,7,16,3,0
5,Bruja,0,2,2,0
5,Heroe,18,19,3,0
5,Bruja,2,3,1,0
5,Heroe,19,18,1,0
5,Bruja,3,3,0,0
5,Heroe,18,41,1,0
5,Bruja,3,3,0,0
5,Heroe,41,39,1,0
5,Bruja,3,4,1,0
5,Heroe,16,7,3,0
5,Bruja,4,5,1,0
5,Heroe,16,17,2,0
5,Bruja,5,6,1,0
5,Heroe,41,40,3,0
5,Bruja,6,7,1,0
5,Heroe,39,20,3,0
5,Bruja,7,15,1,0
5,Heroe,20,20,0,0
5,Bruja,15,15,0,0
5,Heroe,20,19,1,0
5,Bruja,15,22,1,0
5,Heroe,19,18,1,0
5,Bruja,22,29,1,0
5,Heroe,18,41,1,0
5,Bruja,29,27,2,0
5,Bruja,27,27,0,1
6,Heroe,5,5,0,0
6,Bruja,0,1,1,0
6,Heroe,6,7,2,0
6,Bruja,1,2,1,0
6,Heroe,14,9,3,0
6,Bruja,2,4,2,0
6,Heroe,22,29,3,0
6,Bruja,4,6,2,0
6,Heroe,22,15,2,0
6,Bruja,6,7,1,0
6,Heroe,15,21,1,0
6,Bruja,7,9,2,0
6,Heroe,20,39,2,0
6,Bruja,9,10,1,0
6,Heroe,39,20,1,0
6,Bruja,10,12,2,0
6,Heroe,20,20,0,0
6,Bruja,12,23,2,0
6,Bruja,23,23,0,1
7,Heroe,4,3,2,0
7,Bruja,0,1,1,0
7,Heroe,3,2,1,0
7,Bruja,1,3,2,0
7,Heroe,2,2,0,0
7,Bruja,3,4,1,0
7,Heroe,2,2,0,0
7,Bruja,4,4,0,0
7,Heroe,1,0,3,0
7,Bruja,4,5,1,0
7,Heroe,0,0,0,0
7,Bruja,5,5,0,0
7,Heroe,1,2,2,0
7,Bruja,5,6,1,0
7,Heroe,3,4,2,0
7,Bruja,6,7,1,0
7,Heroe,4,5,1,0
7,Bruja,7,15,1,0
7,Heroe,7,8,3,0
7,Bruja,15,22,1,0
7,Heroe,8,8,0,0
7,Bruja,22,29,1,0
7,Heroe,7,6,2,0
7,Bruja,29,30,1,0
7,Heroe,8,9,3,0
7,Bruja,30,32,1,0
7,Bruja,32,32,0,1
8,Heroe,7,8,3,0
8,Bruja,0,1,1,0
8,Heroe,8,8,0,0
8,Bruja,1,2,1,0
8,Heroe,8,8,0,0
8,Bruja,2,4,2,0
8,Heroe,8,9,1,0
8,Bruja,4,5,1,0
8,Heroe,7,15,3,0
8,Bruja,5,6,1,0
8,Heroe,15,21,1,0
8,Bruja,6,7,1,0
8,Heroe,15,22,2,0
8,Bruja,7,7,0,0
8,Heroe,22,22,0,0
8,Bruja,7,15,1,0
8,Heroe,7,6,3,0
8,Bruja,15,22,1,0
8,Heroe,4,3,3,0
8,Bruja,22,29,1,0
8,Heroe,5,6,3,0
8,Bruja,29,30,1,0
8,Heroe,6,7,1,0
8,Bruja,30,32,1,0
8,Bruja,32,32,0,1
9,Heroe,5,5,0,0
9,Bruja,0,1,1,0
9,Heroe,5,6,1,0
9,Bruja,1,2,1,0
9,Heroe,6,6,0,0
9,Bruja,2,4,2,0
9,Heroe,7,8,2,0
9,Bruja,4,6,2,0
9,Heroe,15,22,3,0
9,Bruja,6,7,1,0
9,Heroe,28,24,3,0
9,Bruja,7,7,0,0
9,Heroe,24,28,1,0
9,Bruja,7,15,1,0
9,Heroe,28,24,1,0
9,Bruja,15,22,1,0
9,Heroe,24,13,1,0
9,Bruja,22,29,1,0
9,Heroe,13,23,1,0
9,Bruja,29,27,2,0
9,Bruja,27,27,0,1
10,Heroe,7,15,3,0
10,Bruja,0,1,1,0
10,Heroe,15,7,1,0
10,Bruja,1,2,1,0
10,Heroe,5,4,3,0
10,Bruja,2,3,1,0
10,Heroe,2,1,3,0
10,Bruja,3,4,1,0
10,Heroe,1,0,1,0
10,Bruja,4,5,1,0
10,Heroe,2,3,3,0
10,Bruja,5,6,1,0
10,Heroe,5,6,3,0
10,Bruja,6,6,0,0
10,Heroe,6,7,1,0
10,Bruja,6,7,1,0
10,Heroe,7,6,1,0
10,Bruja,7,15,1,0
10,Heroe,6,5,1,0
10,Bruja,15,29,2,0
10,Heroe,3,2,3,0
10,Bruja,29,30,1,0
10,Heroe,3,4,2,0
10,Bruja,30,27,2,0
10,Bruja,27,27,0,1
11,Heroe,7,16,3,0
11,Bruja,0,1,1,0
11,Heroe,16,16,0,0
11,Bruja,1,2,1,0
11,Heroe,17,18,2,0
11,Bruja,2,3,1,0
11,Heroe,18,17,1,0
11,Bruja,3,4,1,0
11,Heroe,17,18,1,0
11,Bruja,4,5,1,0
11,Heroe,18,17,1,0
11,Bruja,5,6,1,0
11,Heroe,20,19,3,0
11,Bruja,6,6,0,0
11,Heroe,18,17,2,0
11,Bruja,6,7,1,0
11,Heroe,17,18,1,0
11,Bruja,7,7,0,0
11,Heroe,39,20,3,0
11,Bruja,7,7,0,0
11,Heroe,20,39,1,0
11,Bruja,7,9,2,0
11,Heroe,16,17,3,0
11,Bruja,9,10,1,0
11,Heroe,17,16,1,0
11,Bruja,10,11,1,0
11,Heroe,8,9,3,0
11,Bruja,11,12,1,0
11,Heroe,11,12,3,0
11,Bruja,12,13,1,0
11,Heroe,12,12,0,0
11,Bruja,13,13,0,0
11,Heroe,12,11,1,0
11,Bruja,13,23,1,0
11,Bruja,23,23,0,1
12,Heroe,7,16,3,0
12,Bruja,0,1,1,0
12,Heroe,7,6,2,0
12,Bruja,1,1,0,0
12,Heroe,6,6,0,0
12,Bruja,1,2,1,0
12,Heroe,16,17,3,0
12,Bruja,2,3,1,0
12,Heroe,17,17,0,0
12,Bruja,3,5,2,0
12,Heroe,16,20,2,0
12,Bruja,5,6,1,0
12,Heroe,20,16,1,0
12,Bruja,6,6,0,0
12,Heroe,16,7,1,0
12,Bruja,6,6,0,0
12,Heroe,5,4,3,0
12,Bruja,6,15,2,0
12,Heroe,6,7,3,0
12,Bruja,15,15,0,0
12,Heroe,7,7,0,0
12,Bruja,15,22,1,0
12,Heroe,7,8,1,0
12,Bruja,22,22,0,0
12,Heroe,9,10,2,0
12,Bruja,22,29,1,0
12,Heroe,12,13,3,0
12,Bruja,29,30,1,0
12,Heroe,13,23,1,0
12,Bruja,30,27,1,0
12,Bruja,27,27,0,1
13,Heroe,6,7,2,0
13,Bruja,0,1,1,0
13,Heroe,7,16,1,0
13,Bruja,1,2,1,0
13,Heroe,16,16,0,0
13,Bruja,2,3,1,0
13,Heroe,7,6,2,0
13,Bruja,3,4,1,0
13,Heroe,16,20,3,0
13,Bruja,4,4,0,0
13,Heroe,19,18,2,0
13,Bruja,4,5,1,0
13,Heroe,18,17,1,0
13,Bruja,5,6,1,0
13,Heroe,17,17,0,0
13,Bruja,6,7,1,0
13,Heroe,17,17,0,0
13,Bruja,7,15,1,0
13,Heroe,18,41,2,0
13,Bruja,15,22,1,0
13,Heroe,18,17,2,0
13,Bruja,22,22,0,0
13,Heroe,17,18,1,0
13,Bruja,22,22,0,0
13,Heroe,18,19,1,0
13,Bruja,22,29,1,0
13,Heroe,41,40,3,0
13,Bruja,29,30,1,0
13,Heroe,40,41,1,0
13,Bruja,30,32,1,0
13,Bruja,32,32,0,1
14,Heroe,5,6,1,0
14,Bruja,0,1,1,0
14,Heroe,6,6,0,0
14,Bruja,1,2,1,0
14,Heroe,5,4,2,0
14,Bruja,2,3,1,0
14,Heroe,4,3,1,0
14,Bruja,3,4,1,0
14,Heroe,1,0,3,0
14,Bruja,4,6,2,0
14,Heroe,2,3,3,0
14,Bruja,6,8,2,0
14,Heroe,5,6,3,0
14,Bruja,8,9,1,0
14,Heroe,6,6,0,0
14,Bruja,9,10,1,0
14,Heroe,6,6,0,0
14,Bruja,10,12,2,0
14,Heroe,6,6,0,0
14,Bruja,12,13,1,0
14,Heroe,15,22,3,0
14,Bruja,13,23,1,0
14,Bruja,23,23,0,1
15,Heroe,3,2,3,0
15,Bruja,0,2,2,0
15,Heroe,2,3,1,0
15,Bruja,2,3,1,0
15,Heroe,4,5,2,0
15,Bruja,3,3,0,0
15,Heroe,6,7,2,0
15,Bruja,3,4,1,0
15,Heroe,8,9,2,0
15,Bruja,4,4,0,0
15,Heroe,15,21,3,0
15,Bruja,4,6,2,0
15,Heroe,39,41,3,0
15,Bruja,6,7,1,0
15,Heroe,41,18,1,0
15,Bruja,7,22,2,0
15,Heroe,16,7,3,0
15,Bruja,22,29,1,0
15,Heroe,7,7,0,0
15,Bruja,29,30,1,0
15,Heroe,5,4,3,0
15,Bruja,30,27,1,0
15,Bruja,27,27,0,1
16,Heroe,5,6,1,0
16,Bruja,0,1,1,0
16,Heroe,6,7,1,0
16,Bruja,1,2,1,0
16,Heroe,7,7,0,0
16,Bruja,2,4,2,0
16,Heroe,15,21,2,0
16,Bruja,4,5,1,0
16,Heroe,15,7,2,0
16,Bruja,5,6,1,0
16,Heroe,15,14,2,0
16,Bruja,6,7,1,0
16,Heroe,15,22,2,0
16,Bruja,7,15,1,0
16,Heroe,22,29,1,0
16,Bruja,15,22,1,0
16,Heroe,30,27,3,0
16,Heroe,27,27,0,1
17,Heroe,5,5,0,0
17,Bruja,0,2,2,0
17,Heroe,3,2,3,0
17,Bruja,2,2,0,0
17,Heroe,2,1,1,0
17,Bruja,2,3,1,0
17,Heroe,1,0,1,0
17,Bruja,3,3,0,0
17,Heroe,2,3,3,0
17,Bruja,3,4,1,0
17,Heroe,3,4,1,0
17,Bruja,4,5,1,0
17,Heroe,2,1,3,0
17,Bruja,5,5,0,0
17,Heroe,1,0,1,0
17,Bruja,5,6,1,0
17,Heroe,0,1,1,0
17,Bruja,6,7,1,0
17,Heroe,3,4,3,0
17,Bruja,7,8,1,0
17,Heroe,6,7,3,0
17,Bruja,8,9,1,0
17,Heroe,5,4,3,0
17,Bruja,9,11,2,0
17,Heroe,2,1,3,0
17,Bruja,11,12,1,0
17,Heroe,1,1,0,0
17,Bruja,12,13,1,0
17,Heroe,1,1,0,0
17,Bruja,13,13,0,0
17,Heroe,1,1,0,0
17,Bruja,13,23,1,0
17,Bruja,23,23,0,1
18,Heroe,3,2,3,0
18,Bruja,0,1,1,0
18,Heroe,2,3,1,0
18,Bruja,1,1,0,0
18,Heroe,3,4,1,0
18,Bruja,1,2,1,0
18,Heroe,6,7,3,0
18,Bruja,2,4,2,0
18,Heroe,7,7,0,0
18,Bruja,4,5,1,0
18,Heroe,7,7,0,0
18,Bruja,5,6,1,0
18,Heroe,5,4,3,0
18,Bruja,6,7,1,0
18,Heroe,4,3,1,0
18,Bruja,7,8,1,0
18,Heroe,3,2,1,0
18,Bruja,8,9,1,0
18,Heroe,1,0,3,0
18,Bruja,9,10,1,0
18,Heroe,1,2,2,0
18,Bruja,10,12,2,0
18,Heroe,2,3,1,0
18,Bruja,12,12,0,0
18,Heroe,4,5,2,0
18,Bruja,12,13,1,0
18,Heroe,5,4,1,0
18,Bruja,13,23,1,0
18,Bruja,23,23,0,1
19,Heroe,5,6,1,0
19,Bruja,0,0,0,0
19,Heroe,6,5,1,0
19,Bruja,0,0,0,0
19,Heroe,3,2,3,0
19,Bruja,0,1,1,0
19,Heroe,1,0,3,0
19,Bruja,1,1,0,0
19,Heroe,2,3,3,0
19,Bruja,1,2,1,0
19,Heroe,2,1,2,0
19,Bruja,2,4,2,0
19,Heroe,1,2,1,0
19,Bruja,4,5,1,0
19,Heroe,3,4,2,0
19,Bruja,5,6,1,0
19,Heroe,4,3,1,0
19,Bruja,6,6,0,0
19,Heroe,3,4,1,0
19,Bruja,6,15,2,0
19,Heroe,4,3,1,0
19,Bruja,15,22,1,0
19,Heroe,3,2,1,0
19,Bruja,22,30,2,0
19,Heroe,2,2,0,0
19,Bruja,30,30,0,0
19,Heroe,2,2,0,0
19,Bruja,30,32,2,0
19,Bruja,32,32,0,1
20,Heroe,4,3,2,0
20,Bruja,0,1,1,0
20,Heroe,3,4,1,0
20,Bruja,1,2,1,0
20,Heroe,3,2,2,0
20,Bruja,2,2,0,0
20,Heroe,2,2,0,0
20,Bruja,2,3,1,0
20,Heroe,2,3,1,0
20,Bruja,3,5,2,0
20,Heroe,1,0,3,0
20,Bruja,5,7,2,0
20,Heroe,0,0,0,0
20,Bruja,7,15,1,0
20,Heroe,2,3,3,0
20,Bruja,15,29,2,0
20,Heroe,1,0,3,0
20,Bruja,29,29,0,0
20,Heroe,1,2,2,0
20,Bruja,29,30,1,0
20,Heroe,1,0,2,0
20,Bruja,30,32,2,0
20,Bruja,32,32,0,1
21,Heroe,5,6,1,0
21,Bruja,0,1,1,0
21,Heroe,6,6,0,0
21,Bruja,1,2,1,0
21,Heroe,6,5,1,0
21,Bruja,2,3,1,0
21,Heroe,4,3,2,0
21,Bruja,3,3,0,0
21,Heroe,5,6,3,0
21,Bruja,3,5,2,0
21,Heroe,4,3,3,0
21,Bruja,5,6,1,0
21,Heroe,2,1,2,0
21,Bruja,6,7,1,0
21,Heroe,1,0,3,0
21,Bruja,7,8,1,0
21,Heroe,2,3,3,0
21,Bruja,8,9,1,0
21,Heroe,3,4,1,0
21,Bruja,9,10,1,0
21,Heroe,4,3,1,0
21,Bruja,10,11,1,0
21,Heroe,3,2,1,0
21,Bruja,11,12,1,0
21,Heroe,2,1,1,0
21,Bruja,12,12,0,0
21,Heroe,1,0,1,0
21,Bruja,12,13,1,0
21,Heroe,1,2,2,0
21,Bruja,13,23,1,0
21,Bruja,23,23,0,1
22,Heroe,5,4,1,0
22,Bruja,0,1,1,0
22,Heroe,4,4,0,0
22,Bruja,1,1,0,0
22,Heroe,4,4,0,0
22,Bruja,1,1,0,0
22,Heroe,6,7,3,0
22,Bruja,1,2,1,0
22,Heroe,5,4,3,0
22,Bruja,2,3,1,0
22,Heroe,5,6,2,0
22,Bruja,3,5,2,0
22,Heroe,6,5,1,0
22,Bruja,5,6,1,0
22,Heroe,5,5,0,0
22,Bruja,6,6,0,0
22,Heroe,5,5,0,0
22,Bruja,6,7,1,0
22,Heroe,4,3,2,0
22,Bruja,7,15,1,0
22,Heroe,1,0,3,0
22,Bruja,15,29,2,0
22,Heroe,0,0,0,0
22,Bruja,29,32,2,0
22,Bruja,32,32,0,1
23,Heroe,7,15,3,0
23,Bruja,0,1,1,0
23,Heroe,15,14,1,0
23,Bruja,1,2,1,0
23,Heroe,14,14,0,0
23,Bruja,2,2,0,0
23,Heroe,14,14,0,0
23,Bruja,2,4,2,0
23,Heroe,15,21,2,0
23,Bruja,4,4,0,0
23,Heroe,21,15,1,0
23,Bruja,4,5,1,0
23,Heroe,15,15,0,0
23,Bruja,5,5,0,0
23,Heroe,15,22,1,0
23,Bruja,5,6,1,0
23,Heroe,38,37,2,0
23,Bruja,6,15,2,0
23,Heroe,41,39,2,0
23,Bruja,15,29,2,0
23,Heroe,20,16,2,0
23,Bruja,29,29,0,0
23,Heroe,16,17,1,0
23,Bruja,29,30,1,0
23,Heroe,18,41,2,0
23,Bruja,30,27,1,0
23,Bruja,27,27,0,1
24,Heroe,5,4,1,0
24,Bruja,0,1,1,0
24,Heroe,4,4,0,0
24,Bruja,1,2,1,0
24,Heroe,5,6,2,0
24,Bruja,2,3,1,0
24,Heroe,6,7,1,0
24,Bruja,3,3,0,0
24,Heroe,15,21,2,0
24,Bruja,3,5,2,0
24,Heroe,21,15,1,0
24,Bruja,5,6,1,0
24,Heroe,15,22,1,0
24,Bruja,6,7,1,0
24,Heroe,38,37,2,0
24,Bruja,7,8,1,0
24,Heroe,37,41,1,0
24,Bruja,8,9,1,0
24,Heroe,41,39,1,0
24,Bruja,9,9,0,0
24,Heroe,37,38,3,0
24,Bruja,9,9,0,0
24,Heroe,38,22,1,0
24,Bruja,9,10,1,0
24,Heroe,11,12,3,0
24,Bruja,10,11,1,0
24,Heroe,12,13,1,0
24,Bruja,11,13,2,0
24,Heroe,26,27,3,0
24,Bruja,13,13,0,0
24,Heroe,27,28,1,0
24,Bruja,13,23,1,0
24,Bruja,23,23,0,1
25,Heroe,5,6,1,0
25,Bruja,0,1,1,0
25,Heroe,5,4,2,0
25,Bruja,1,1,0,0
25,Heroe,4,3,1,0
25,Bruja,1,2,1,0
25,Heroe,5,6,3,0
25,Bruja,2,2,0,0
25,Heroe,4,3,3,0
25,Bruja,2,3,1,0
25,Heroe,3,2,1,0
25,Bruja,3,3,0,0
25,Heroe,3,4,2,0
25,Bruja,3,3,0,0
25,Heroe,4,5,1,0
25,Bruja,3,4,1,0
25,Heroe,7,16,3,0
25,Bruja,4,5,1,0
25,Heroe,16,20,1,0
25,Bruja,5,6,1,0
25,Heroe,20,19,1,0
25,Bruja,6,7,1,0
25,Heroe,19,19,0,0
25,Bruja,7,7,0,0
25,Heroe,19,18,1,0
25,Bruja,7,8,1,0
25,Heroe,18,17,1,0
25,Bruja,8,9,1,0
25,Heroe,17,16,1,0
25,Bruja,9,10,1,0
25,Heroe,16,20,1,0
25,Bruja,10,11,1,0
25,Heroe,20,20,0,0
25,Bruja,11,12,1,0
25,Heroe,20,39,1,0
25,Bruja,12,13,1,0
25,Heroe,18,19,3,0
25,Bruja,13,23,1,0
25,Bruja,23,23,0,1
26,Heroe,7,16,3,0
26,Bruja,0,0,0,0
26,Heroe,21,15,3,0
26,Bruja,0,1,1,0
26,Heroe,15,14,1,0
26,Bruja,1,1,0,0
26,Heroe,14,15,1,0
26,Bruja,1,2,1,0
26,Heroe,20,39,3,0
26,Bruja,2,3,1,0
26,Heroe,39,39,0,0
26,Bruja,3,5,2,0
26,Heroe,39,20,1,0
26,Bruja,5,6,1,0
26,Heroe,20,20,0,0
26,Bruja,6,6,0,0
26,Heroe,18,17,3,0
26,Bruja,6,7,1,0
26,Heroe,17,17,0,0
26,Bruja,7,15,1,0
26,Heroe,17,17,0,0
26,Bruja,15,22,1,0
26,Heroe,17,16,1,0
26,Bruja,22,22,0,0
26,Heroe,16,16,0,0
26,Bruja,22,29,1,0
26,Heroe,21,15,3,0
26,Bruja,29,30,1,0
26,Heroe,15,7,1,0
26,Bruja,30,27,1,0
26,Bruja,27,27,0,1
27,Heroe,3,2,3,0
27,Bruja,0,0,0,0
27,Heroe,3,4,2,0
27,Bruja,0,2,2,0
27,Heroe,2,1,3,0
27,Bruja,2,4,2,0
27,Heroe,1,0,2,0
27,Bruja,4,5,1,0
27,Heroe,2,3,3,0
27,Bruja,5,6,1,0
27,Heroe,1,0,3,0
27,Bruja,6,7,1,0
27,Heroe,2,3,3,0
27,Bruja,7,15,1,0
27,Heroe,5,6,3,0
27,Bruja,15,22,1,0
27,Heroe,4,3,3,0
27,Bruja,22,29,1,0
27,Heroe,3,2,1,0
27,Bruja,29,27,2,0
27,Bruja,27,27,0,1
28,Heroe,5,5,0,0
28,Bruja,0,1,1,0
28,Heroe,3,2,3,0
28,Bruja,1,2,1,0
28,Heroe,2,2,0,0
28,Bruja,2,3,1,0
28,Heroe,1,0,2,0
28,Bruja,3,4,1,0
28,Heroe,2,3,3,0
28,Bruja,4,5,1,0
28,Heroe,3,2,1,0
28,Bruja,5,7,2,0
28,Heroe,2,1,1,0
28,Bruja,7,9,2,0
28,Heroe,1,0,3,0
28,Bruja,9,10,1,0
28,Heroe,2,3,3,0
28,Bruja,10,10,0,0
28,Heroe,2,1,2,0
28,Bruja,10,11,1,0
28,Heroe,1,2,1,0
28,Bruja,11,12,1,0
28,Heroe,1,0,3,0
28,Bruja,12,13,1,0
28,Heroe,1,2,2,0
28,Bruja,13,23,1,0
28,Bruja,23,23,0,1
29,Heroe,3,2,3,0
29,Bruja,0,1,1,0
29,Heroe,1,0,3,0
29,Bruja,1,2,1,0
29,Heroe,0,1,1,0
29,Bruja,2,3,1,0
29,Heroe,1,1,0,0
29,Bruja,3,4,1,0
29,Heroe,1,0,2,0
29,Bruja,4,5,1,0
29,Heroe,1,2,2,0
29,Bruja,5,6,1,0
29,Heroe,3,4,2,0
29,Bruja,6,7,1,0
29,Heroe,4,5,1,0
29,Bruja,7,15,1,0
29,Heroe,4,3,2,0
29,Bruja,15,22,1,0
29,Heroe,3,3,0,0
29,Bruja,22,22,0,0
29,Heroe,5,6,3,0
29,Bruja,22,22,0,0
29,Heroe,6,7,1,0
29,Bruja,22,22,0,0
29,Heroe,9,10,3,0
29,Bruja,22,30,2,0
29,Heroe,14,15,3,0
29,Bruja,30,30,0,0
29,Heroe,15,14,1,0
29,Bruja,30,27,1,0
29,Bruja,27,27,0,1
30,Heroe,5,4,1,0
30,Bruja,0,1,1,0
30,Heroe,4,5,1,0
30,Bruja,1,3,2,0
30,Heroe,3,2,3,0
30,Bruja,3,4,1,0
30,Heroe,2,1,1,0
30,Bruja,4,6,2,0
30,Heroe,1,0,3,0
30,Bruja,6,7,1,0
30,Heroe,1,2,2,0
30,Bruja,7,15,1,0
30,Heroe,2,2,0,0
30,Bruja,15,22,1,0
30,Heroe,2,3,1,0
30,Bruja,22,29,1,0
30,Heroe,1,0,3,0
30,Bruja,29,30,1,0
30,Heroe,2,3,3,0
30,Bruja,30,30,0,0
30,Heroe,5,6,3,0
30,Bruja,30,27,1,0
30,Bruja,27,27,0,1
31,Heroe,5,6,1,0
31,Bruja,0,1,1,0
31,Heroe,6,5,1,0
31,Bruja,1,2,1,0
31,Heroe,5,6,1,0
31,Bruja,2,3,1,0
31,Heroe,7,15,2,0
31,Bruja,3,4,1,0
31,Heroe,15,7,1,0
31,Bruja,4,4,0,0
31,Heroe,7,7,0,0
31,Bruja,4,5,1,0
31,Heroe,7,8,1,0
31,Bruja,5,6,1,0
31,Heroe,6,5,3,0
31,Bruja,6,15,2,0
31,Heroe,5,5,0,0
31,Bruja,15,22,1,0
31,Heroe,5,6,1,0
31,Bruja,22,22,0,0
31,Heroe,6,6,0,0
31,Bruja,22,29,1,0
31,Heroe,5,4,2,0
31,Bruja,29,30,1,0
31,Heroe,2,1,3,0
31,Bruja,30,30,0,0
31,Heroe,1,0,3,0
31,Bruja,30,32,1,0
31,Bruja,32,32,0,1
32,Heroe,7,15,3,0
32,Bruja,0,1,1,0
32,Heroe,15,14,1,0
32,Bruja,1,3,2,0
32,Heroe,14,15,1,0
32,Bruja,3,4,1,0
32,Heroe,9,10,3,0
32,Bruja,4,4,0,0
32,Heroe,10,11,1,0
32,Bruja,4,5,1,0
32,Heroe,13,25,3,0
32,Bruja,5,6,1,0
32,Heroe,26,27,2,0
32,Bruja,6,15,2,0
32,Heroe,27,27,0,0
32,Bruja,15,22,1,0
32,Heroe,30,32,3,0
32,Heroe,32,32,0,1
33,Heroe,7,16,3,0
33,Bruja,0,1,1,0
33,Heroe,39,41,3,0
33,Bruja,1,2,1,0
33,Heroe,41,41,0,0
33,Bruja,2,3,1,0
33,Heroe,40,36,2,0
33,Bruja,3,4,1,0
33,Heroe,36,40,1,0
33,Bruja,4,5,1,0
33,Heroe,39,20,3,0
33,Bruja,5,6,1,0
33,Heroe,18,17,3,0
33,Bruja,6,7,1,0
33,Heroe,17,17,0,0
33,Bruja,7,7,0,0
33,Heroe,41,39,3,0
33,Bruja,7,15,1,0
33,Heroe,39,41,1,0
33,Bruja,15,22,1,0
33,Heroe,18,17,2,0
33,Bruja,22,30,2,0
33,Heroe,19,20,3,0
33,Bruja,30,27,1,0
33,Bruja,27,27,0,1
34,Heroe,3,2,3,0
34,Bruja,0,0,0,0
34,Heroe,1,0,3,0
34,Bruja,0,0,0,0
34,Heroe,2,3,3,0
34,Bruja,0,1,1,0
34,Heroe,1,0,3,0
34,Bruja,1,2,1,0
34,Heroe,2,3,3,0
34,Bruja,2,3,1,0
34,Heroe,3,4,1,0
34,Bruja,3,4,1,0
34,Heroe,3,2,2,0
34,Bruja,4,5,1,0
34,Heroe,2,3,1,0
34,Bruja,5,6,1,0
34,Heroe,3,2,1,0
34,Bruja,6,7,1,0
34,Heroe,2,3,1,0
34,Bruja,7,8,1,0
34,Heroe,2,1,2,0
34,Bruja,8,9,1,0
34,Heroe,1,0,1,0
34,Bruja,9,10,1,0
34,Heroe,0,1,1,0
34,Bruja,10,10,0,0
34,Heroe,1,0,1,0
